id	emotion
34071_0023_A_219	-0.15871022641658783,0.09781892597675323,0.05717751756310463,0.21057210862636566,-0.0058103203773498535,0.24679313600063324
34071_0023_A_220	-0.20055672526359558,0.13679642975330353,-0.03525550290942192,0.10631512105464935,0.08646895736455917,0.8807327747344971
34071_0023_A_221	-0.11387497186660767,0.13195021450519562,-0.01331150159239769,0.14463430643081665,0.020723938941955566,0.07218972593545914
34071_0023_A_222	-0.1870844066143036,0.1972898244857788,0.15469539165496826,0.10581609606742859,0.08804673701524734,0.3550571799278259
34071_0023_A_223	-0.14204621315002441,0.10171306133270264,-0.06450659036636353,0.045541081577539444,-0.003718264400959015,0.29035598039627075
34071_0023_A_224	-0.13966891169548035,0.11687757074832916,0.025196310132741928,-0.01624077558517456,0.09133634716272354,0.4129975140094757
34071_0024_A_226	0.001254107803106308,-0.07396341115236282,-0.050548721104860306,0.4048723578453064,0.19830860197544098,0.15759038925170898
34071_0024_A_229	0.07388533651828766,-0.08836978673934937,0.045893434435129166,0.37819451093673706,0.040385857224464417,0.5142337083816528
34071_0025_A_232	-0.15731990337371826,0.06403744965791702,0.15676741302013397,0.06235580891370773,0.1684124767780304,0.10130960494279861
34071_0024_A_230	0.008625432848930359,0.12505879998207092,2.159658193588257,0.06444822996854782,-0.15125741064548492,0.16391971707344055
34071_0025_A_233	-0.13164107501506805,0.13306410610675812,0.03879917040467262,0.2184457927942276,0.11923711001873016,0.1383531093597412
34071_0025_A_234	-0.08814501762390137,0.1317770630121231,0.2510630190372467,-0.004140262492001057,0.17957232892513275,0.047137197107076645
34071_0026_A_235	-0.014899466186761856,0.09817034751176834,0.02345838025212288,-0.026592887938022614,0.01222941279411316,0.08291199803352356
34071_0026_A_236	0.048001281917095184,0.054246172308921814,-0.0020723454654216766,0.008655685000121593,0.016131363809108734,0.056649599224328995
34071_0026_A_237	-0.07251709699630737,0.14938271045684814,-0.03339078649878502,0.0824940875172615,0.003217272460460663,0.028635062277317047
34071_0026_A_238	-0.12830597162246704,0.0925283133983612,0.044948760420084,0.3342995345592499,0.1938401758670807,0.2800104022026062
34071_0026_A_239	-0.1474185287952423,0.17111815512180328,-0.023061972111463547,-0.02288549765944481,-0.008617393672466278,0.1935843527317047
34071_0026_A_240	-0.1648215353488922,0.08098473399877548,0.050616804510354996,0.0260721817612648,0.16371384263038635,0.1685866266489029
34071_0027_A_242	-0.01604442298412323,0.07777810841798782,0.19800390303134918,-0.038226958364248276,0.09052664786577225,0.20335809886455536
34071_0028_A_244	-0.16448336839675903,-0.05240184813737869,0.032276544719934464,0.06307889521121979,0.25105923414230347,0.49870744347572327
34071_0029_A_245	-0.10460776090621948,-0.05963703244924545,0.19917313754558563,0.21115250885486603,0.12676270306110382,0.16926683485507965
34071_0029_A_246	-0.09292855858802795,-0.05849689245223999,0.18270768225193024,0.29471996426582336,0.1790710985660553,0.2894468307495117
34071_0029_A_247	-0.13585606217384338,0.06869719922542572,0.06724509596824646,0.06961408257484436,0.06264384090900421,0.18070171773433685
34071_0029_A_248	-0.2452203631401062,0.035428471863269806,0.020040441304445267,-0.06321251392364502,0.037360794842243195,0.39384326338768005
34071_0029_A_249	-0.14458142220973969,0.03272269666194916,0.5303024649620056,0.005848833359777927,0.13228458166122437,0.171569362282753
34071_0029_A_250	-0.08611233532428741,0.17860716581344604,-0.0009337328374385834,0.055365148931741714,0.026769645512104034,0.10829709470272064
34071_0029_A_251	-0.08724425733089447,0.08893277496099472,0.0421854592859745,0.08962301164865494,0.04503016918897629,0.1510266661643982
34071_0029_A_252	0.12223328649997711,0.0904814675450325,-0.08678257465362549,-0.05783006176352501,0.013360511511564255,2.2551424503326416
34071_0029_A_253	-0.15441825985908508,0.08020025491714478,0.2411486953496933,0.012989657931029797,0.13836002349853516,0.10771728307008743
34071_0029_A_254	-0.16192671656608582,0.12687574326992035,0.052329663187265396,-0.10568606853485107,0.014714933931827545,0.3104904592037201
34071_0029_A_255	-0.10348951816558838,0.006601856090128422,-0.11568586528301239,0.15049026906490326,0.19280263781547546,1.2733286619186401
34071_0030_A_256	-0.09919223189353943,0.02436501532793045,0.045447904616594315,0.030704237520694733,0.01855579763650894,-0.09251260757446289
34071_0030_A_257	-0.09079307317733765,0.0244256854057312,0.05243353918194771,0.04573266953229904,0.02894708514213562,-0.04081025347113609
34071_0030_A_258	-0.14489604532718658,-0.037714846432209015,0.4957261383533478,-0.09536699950695038,0.3569488823413849,0.9633166193962097
34071_0030_A_259	-0.22507885098457336,0.7332832217216492,0.07363004982471466,0.027389317750930786,0.10443545132875443,0.1951826512813568
34071_0030_A_261	-0.20488354563713074,0.15178819000720978,0.08786655962467194,0.07350051403045654,0.37337547540664673,0.23802217841148376
34071_0030_A_263	-0.09708429872989655,0.07492943853139877,0.2694042921066284,0.11002258956432343,0.05470968782901764,0.09093759953975677
34071_0030_A_264	-0.11572426557540894,-0.00947814341634512,0.2669093906879425,0.08413860201835632,0.16000202298164368,0.2538906931877136
34071_0030_A_265	-0.11833798885345459,0.11349724233150482,0.2779618203639984,0.05804632604122162,0.12034576386213303,0.14825209975242615
34071_0030_A_267	-0.08043420314788818,0.05489368736743927,0.634594202041626,0.27823513746261597,0.19479131698608398,0.15566137433052063
34071_0030_A_269	0.008196283131837845,0.09015638381242752,1.1229954957962036,0.22961083054542542,0.4808885157108307,-0.14969591796398163
34071_0030_A_270	-0.07096792757511139,0.036486878991127014,0.06454350054264069,0.03629816323518753,0.25611260533332825,0.07831482589244843
34071_0030_A_271	-0.09818950295448303,0.1653733104467392,0.12288226187229156,0.01099011953920126,0.2412727177143097,0.2871411144733429
34071_0030_A_272	-0.0138399638235569,0.004675083793699741,0.2969037890434265,0.10188020020723343,0.4647216200828552,0.29140082001686096
34071_0030_A_273	-0.1578751504421234,0.28122448921203613,0.05584651604294777,0.09330564737319946,0.17199024558067322,0.2240266352891922
34071_0030_A_275	0.1763477772474289,0.04263440519571304,0.06101459637284279,0.5606234073638916,0.4846903681755066,0.5874375104904175
34071_0030_A_276	-0.011262733489274979,0.16712073981761932,0.21666578948497772,0.017078567296266556,0.5017300844192505,0.14384020864963531
34071_0030_A_277	-0.14820712804794312,0.3940975069999695,0.37448978424072266,0.3258553743362427,0.7043592929840088,0.2293034791946411
34071_0030_A_278	0.007072605192661285,-0.041437774896621704,0.529768705368042,0.0037877289578318596,1.3616907596588135,-0.1516198068857193
34071_0030_A_279	0.020532548427581787,0.07312958687543869,0.08671818673610687,0.7648611068725586,0.8095799684524536,0.3829205334186554
34071_0030_A_280	0.05635926499962807,0.058984920382499695,0.024475615471601486,0.024289172142744064,0.22213317453861237,1.7003434896469116
34071_0030_A_281	0.337027370929718,0.28415536880493164,-0.07993458211421967,0.31483471393585205,0.15651020407676697,0.8915402293205261
34071_0030_A_282	0.0777924507856369,0.06899630278348923,0.11193075776100159,-0.11338966339826584,0.343333899974823,0.332432359457016
34071_0030_A_283	0.07802405953407288,0.09307825565338135,0.06726142764091492,-0.0930527076125145,0.44953250885009766,0.3091410994529724
34071_0031_A_285	-0.08587385714054108,0.09652234613895416,0.025532368570566177,0.019479088485240936,0.03587978333234787,0.26797235012054443
34071_0031_A_286	-0.07677015662193298,0.029545851051807404,0.005304846912622452,-0.015802618116140366,0.042984314262866974,0.34811046719551086
34071_0031_A_287	0.017385486513376236,0.0038014287129044533,0.10882695019245148,0.1429196447134018,0.7284021377563477,0.3002064526081085
34071_0031_A_288	-0.131028950214386,0.06875709444284439,-0.03417949005961418,-0.009460569359362125,0.11273281276226044,0.29192808270454407
34071_0031_A_289	0.025301720947027206,0.132947638630867,0.026688355952501297,0.19753195345401764,0.14531932771205902,0.17609310150146484
34071_0032_A_290	-0.1359371393918991,0.012315251864492893,0.03046019747853279,0.09554293751716614,-0.03600402921438217,0.31634387373924255
34071_0033_A_291	-0.04758772626519203,0.04338008910417557,-0.0061106495559215546,0.004428330808877945,0.0621953159570694,0.12627559900283813
34071_0033_A_292	0.019561417400836945,0.08754666149616241,-0.03265462443232536,-0.08138736337423325,0.038006365299224854,0.12069956213235855
34071_0033_A_293	-0.04148797318339348,0.08851946145296097,0.3726688623428345,0.17468084394931793,-0.0021236389875411987,0.019003797322511673
34071_0033_A_294	-0.09432311356067657,-0.056515730917453766,0.16237807273864746,0.19833824038505554,0.015363901853561401,0.027582842856645584
34071_0033_A_295	-0.025350254029035568,0.2098633199930191,-0.13662932813167572,-0.046740368008613586,-0.021993719041347504,0.2006082832813263
34071_0033_A_296	-0.10394151508808136,0.21781347692012787,0.10478147864341736,-0.018603019416332245,0.06539969891309738,0.15144558250904083
34071_0033_A_297	-0.12596210837364197,-0.014384000562131405,0.013895604759454727,-0.005545102991163731,0.02809496968984604,0.6628361344337463
34071_0033_A_298	-0.10120323300361633,0.10069368034601212,0.12255991995334625,0.09034144878387451,0.05764739215373993,0.10826641321182251
34071_0033_A_299	-0.15013964474201202,0.10419686883687973,0.0013363100588321686,0.055350009351968765,-0.00395483523607254,0.09519245475530624
34071_0033_A_300	-0.037585485726594925,-0.05128496140241623,-0.00128120556473732,1.0867524147033691,0.34261831641197205,0.20734280347824097
34071_0033_A_301	-0.07747744023799896,-0.08346015214920044,0.07875214517116547,0.03606664016842842,-0.045578643679618835,0.8803192973136902
34071_0033_A_302	-0.03555839881300926,-0.13350073993206024,0.07925523817539215,0.013739296235144138,-0.05992380529642105,1.2228221893310547
34071_0034_A_303	-0.14678561687469482,0.03197383135557175,0.05416541174054146,0.007397946901619434,0.03733540326356888,0.0717596635222435
34071_0034_A_304	-0.13891534507274628,0.003389746882021427,0.050042856484651566,-0.02384107932448387,0.0471857488155365,0.06684015691280365
34071_0034_A_305	-0.2505095303058624,0.08228780329227448,0.05450693145394325,0.12878696620464325,0.048829108476638794,0.20020610094070435
34071_0034_A_306	-0.1312967836856842,-0.03440023958683014,0.3353916108608246,0.18244668841362,-0.022705458104610443,0.2712574601173401
34071_0034_A_307	-0.07826501131057739,0.037610359489917755,0.1706390529870987,0.05150948837399483,0.5116833448410034,0.21875539422035217
34071_0034_A_308	-0.13234078884124756,0.02407810091972351,-0.013819467276334763,0.06402574479579926,-0.007263436913490295,0.0814555361866951
34071_0035_A_310	-0.11515229940414429,0.024136371910572052,0.056608784943819046,0.029485225677490234,0.00509362667798996,0.08194943517446518
34071_0035_A_311	-0.11402547359466553,0.023934833705425262,0.03216554597020149,0.0818251371383667,-0.02697625756263733,0.09153049439191818
34071_0035_A_312	-0.13632988929748535,0.1434314101934433,0.146945983171463,0.0013217320665717125,0.06740215420722961,0.07616719603538513
34071_0035_A_313	-0.1324731409549713,0.14451713860034943,-0.0009753666818141937,-0.02383139356970787,-0.007937364280223846,0.16429321467876434
34071_0035_A_314	-0.07274365425109863,0.22960613667964935,0.07180488109588623,-0.13831891119480133,-0.013059794902801514,0.28305649757385254
34071_0035_A_315	-0.043511297553777695,0.17083555459976196,0.03064562752842903,-0.06869366019964218,-0.020409047603607178,0.13919612765312195
34071_0035_A_316	-0.06444032490253448,1.1198668479919434,-0.0799744725227356,-0.07199999690055847,0.03945007920265198,-0.015956349670886993
34071_0035_A_317	-0.14678843319416046,-0.05298894643783569,0.21178342401981354,0.02538268268108368,0.03678794950246811,0.40677332878112793
34071_0035_A_318	-0.10973919928073883,-0.06124141812324524,0.5750710964202881,-0.11772114038467407,0.11512845754623413,0.5707148909568787
34071_0035_A_319	-0.1611456274986267,-0.047620147466659546,0.1755065768957138,0.05961554870009422,0.11436805874109268,0.3616793751716614
34071_0035_A_320	-0.22246873378753662,-0.08657526224851608,0.2615149915218353,0.2767331600189209,0.30809909105300903,0.7326782941818237
34071_0035_A_321	0.20572003722190857,0.026686474680900574,0.23934948444366455,0.08164186030626297,0.0013788938522338867,0.7821871638298035
34071_0035_A_322	-0.06022847071290016,0.009833463467657566,-0.028560008853673935,-0.06928389519453049,0.05090096592903137,-0.20228922367095947
34071_0035_A_323	0.040158841758966446,-0.03293643891811371,0.595224916934967,0.017794884741306305,1.046225905418396,0.44426974654197693
34071_0035_A_324	-0.04014892503619194,0.21232406795024872,2.013491153717041,-0.14188818633556366,0.689894437789917,-0.03640075773000717
34071_0035_A_325	-0.13940778374671936,0.13282369077205658,0.1128719300031662,0.054761048406362534,0.0784493014216423,0.23041151463985443
34071_0035_A_326	-0.22605273127555847,0.33135107159614563,0.08191938698291779,-0.08508174866437912,0.4770815670490265,0.7441796064376831
34071_0035_A_327	-0.03323184698820114,-0.08078396320343018,0.2043943554162979,0.28046661615371704,1.470903754234314,-0.19886381924152374
34071_0035_A_328	0.10945071280002594,-0.020607084035873413,0.362911194562912,0.10181038081645966,0.6511263847351074,0.0035056276246905327
34071_0035_A_329	-0.09412269294261932,0.037412531673908234,1.5269845724105835,0.14919579029083252,0.0922628790140152,0.12585125863552094
34071_0035_A_333	-0.11396250128746033,0.1044742614030838,0.1280740648508072,0.04359538108110428,0.4062861204147339,0.07204015552997589
34071_0035_A_334	-0.11104081571102142,0.12327126413583755,0.1377861350774765,0.09554962068796158,0.5359731912612915,0.04921269789338112
34071_0035_A_335	-0.13815537095069885,-0.09519921243190765,0.16464193165302277,0.655672550201416,-0.008787944912910461,0.35437411069869995
34071_0035_A_336	-0.1252235770225525,-0.013379356823861599,0.4007836878299713,0.14397089183330536,0.1306779682636261,0.09345367550849915
34071_0035_A_338	-0.05186958983540535,0.03232205659151077,0.09322869777679443,0.013670320622622967,-0.001355886459350586,-0.01925402507185936
34071_0035_A_341	-0.1756710708141327,0.09135697782039642,0.04081340506672859,-0.04438592866063118,0.4892914891242981,0.23847678303718567
34071_0035_A_342	-0.16007739305496216,0.05686609447002411,0.02448796108365059,0.0024924268946051598,0.3060986399650574,0.28939980268478394
34071_0035_A_343	-0.14503133296966553,-0.0021231910213828087,0.21696962416172028,0.08341880142688751,0.023195482790470123,0.14841529726982117
34071_0035_A_344	-0.1785917580127716,0.08547694981098175,0.09942522644996643,-0.019320178776979446,0.044013671576976776,0.037329841405153275
34071_0035_A_345	-0.1303004026412964,0.0375303253531456,0.32626864314079285,0.12890616059303284,0.14254800975322723,0.6002138257026672
34071_0035_A_346	-0.13201916217803955,0.23255081474781036,0.14704789221286774,-0.03473172336816788,0.39241740107536316,0.11123661696910858
34071_0035_A_347	-0.1433897614479065,0.037223704159259796,0.07090550661087036,-0.036089517176151276,0.025001369416713715,0.1275145560503006
34071_0035_A_348	-0.06602013111114502,0.05564127862453461,-0.06136685982346535,-0.02781021222472191,-0.08688633888959885,-0.004536761902272701
34071_0035_A_349	-0.16430644690990448,0.027214735746383667,0.036003414541482925,0.05834583193063736,0.047223880887031555,0.10355997830629349
34071_0035_A_350	-0.17927652597427368,0.048636600375175476,0.0706803947687149,0.08161593228578568,0.04774406552314758,0.15347608923912048
34071_0035_A_354	-0.13820630311965942,0.004531503655016422,0.2209346443414688,0.03163514286279678,0.19630876183509827,0.20644232630729675
34071_0035_A_355	-0.1354081928730011,-0.009382269345223904,0.2446507066488266,0.04850025102496147,0.18739385902881622,0.1686377227306366
34071_0035_A_357	-0.09685052931308746,0.0006064409390091896,0.03093910589814186,0.06742485612630844,0.02925211936235428,0.11681666225194931
34071_0035_A_359	-0.13850799202919006,0.04953707009553909,0.14110137522220612,0.1359831541776657,0.04884425550699234,0.12365749478340149
34071_0035_A_360	-0.12052492797374725,0.0768183097243309,0.009664889425039291,-0.04090459272265434,0.4780918061733246,0.16311268508434296
34071_0035_A_361	-0.1851065307855606,0.1016479954123497,0.17841719090938568,0.010029076598584652,0.0008902847766876221,0.1622360199689865
34071_0035_A_362	-0.07624712586402893,0.005890973843634129,-0.0017405785620212555,-0.038348548114299774,-0.009600535035133362,-0.0501752533018589
34071_0035_A_363	-0.12706932425498962,0.010630168952047825,0.39753231406211853,-0.048150088638067245,0.15994003415107727,0.09340351074934006
34071_0035_A_364	-0.11551812291145325,0.06490136682987213,0.20484377443790436,0.0052987439557909966,0.1153392419219017,0.1285514235496521
34071_0035_A_365	-0.17950576543807983,0.08740115165710449,0.5236430168151855,-0.021765362471342087,0.24546359479427338,0.19650012254714966
34071_0035_A_366	-0.16229572892189026,-0.011285453103482723,0.08861945569515228,0.07118508219718933,0.012593843042850494,0.09535884857177734
34071_0035_A_367	-0.056078892201185226,0.04806967079639435,0.012870270758867264,0.09145674854516983,-0.08732049912214279,-0.020466718822717667
34071_0035_A_368	-0.1373187154531479,0.01198005024343729,0.08615925908088684,0.05284081771969795,0.38662853837013245,0.7133076190948486
34071_0036_A_372	0.010539505630731583,0.28569602966308594,0.5001920461654663,0.001179213635623455,-0.03074570745229721,0.40564700961112976
34071_0036_A_373	-0.008870184421539307,0.44770511984825134,0.6764370203018188,-0.0021376898512244225,-0.033365167677402496,0.18478789925575256
34071_0037_A_374	-0.1488771140575409,0.03656076639890671,-0.01889510080218315,0.047305233776569366,-0.014625504612922668,0.07876195758581161
34071_0038_A_375	-0.04363885894417763,-0.11520317196846008,0.23755478858947754,-0.0875343382358551,2.041158437728882,-0.07597948610782623
34071_0039_A_376	-0.055140141397714615,0.09189106523990631,0.04882948473095894,0.03681161627173424,0.08511829376220703,0.10538048297166824
34071_0039_A_377	-0.11547684669494629,0.0683840960264206,0.10340732336044312,0.024724669754505157,0.08180690556764603,0.11361974477767944
34071_0039_A_378	-0.07690832018852234,0.013578840531408787,0.38897302746772766,-0.0003257235512137413,0.038017645478248596,0.05776681378483772
34071_0040_A_379	-0.1923600137233734,-0.16703976690769196,-0.17072181403636932,0.042362868785858154,0.5690183639526367,1.2760933637619019
34071_0040_A_380	-0.0761251449584961,-0.09281638264656067,0.6499052047729492,0.034237999469041824,0.12104671448469162,0.7152503728866577
34071_0041_A_381	-0.13361260294914246,0.03566857427358627,-0.027993138879537582,0.08679045736789703,0.00061015784740448,0.04899592325091362
34071_0041_A_383	-0.10016855597496033,0.012931928969919682,0.2765774428844452,0.08703514188528061,0.14054621756076813,0.11149293184280396
34071_0041_A_384	-0.0802777111530304,0.01903560757637024,0.23431958258152008,0.033041663467884064,0.14034079015254974,0.05131818354129791
34071_0041_A_385	-0.05488986894488335,-0.06994763016700745,0.23460035026073456,0.07509718090295792,0.40882450342178345,0.46759191155433655
34071_0041_A_386	-0.0516207329928875,0.005660639144480228,0.2640308439731598,-0.016428615897893906,0.5443215370178223,0.8501449227333069
34071_0041_A_387	-0.05609512701630592,0.17010082304477692,2.0375308990478516,-0.0026266025379300117,-0.160770982503891,0.11700986325740814
34071_0041_A_388	-0.02058880776166916,0.045584701001644135,0.15592841804027557,0.033065248280763626,0.9224823713302612,0.10458385199308395
34071_0041_A_389	-0.17897796630859375,0.08280611783266068,0.010865051299333572,0.005152526311576366,0.07082897424697876,0.17462244629859924
34071_0041_A_390	-0.0025069713592529297,0.0980677455663681,-0.06620948016643524,0.13514837622642517,0.06358716636896133,0.09292326867580414
34071_0041_A_391	0.04475889727473259,0.28881242871284485,-0.043000105768442154,0.13139750063419342,0.15826833248138428,0.07959827780723572
34071_0042_A_392	0.06401917338371277,0.043446533381938934,0.06991106271743774,-0.12648455798625946,0.008744500577449799,0.6081714630126953
34071_0043_A_393	-0.1743750423192978,0.03248273581266403,0.12464316189289093,0.44478845596313477,0.43720999360084534,0.36139726638793945
34071_0043_A_394	-0.0745839923620224,-0.07059187442064285,-0.07115723192691803,1.4269746541976929,0.2021443247795105,0.6770913004875183
34071_0044_A_395	-0.0811738669872284,-0.03866567462682724,0.09010948240756989,0.26130932569503784,0.18686841428279877,0.2322862595319748
34071_0044_A_396	-0.2276361882686615,-0.08189868181943893,0.34892019629478455,-0.028020258992910385,0.783216118812561,0.43617212772369385
34071_0044_A_397	-0.05232546851038933,0.09500924497842789,0.08773981034755707,0.01543497946113348,0.10114102810621262,-0.030638474971055984
34071_0044_A_398	-0.08144867420196533,0.031076878309249878,0.18056783080101013,-0.02622320130467415,1.9066319465637207,0.18261969089508057
34071_0044_A_399	-0.01841225102543831,-0.009874722920358181,0.1535653918981552,0.08435369282960892,0.2732330560684204,0.24082781374454498
34071_0044_A_400	-0.013851821422576904,-0.023145116865634918,0.2016351968050003,0.3090817928314209,0.701081395149231,0.2934596538543701
34071_0044_A_401	-0.07787537574768066,0.04785303771495819,0.34925025701522827,0.3450716733932495,0.9333263635635376,0.11741678416728973
34071_0044_A_402	0.019927136600017548,0.08788059651851654,0.28088101744651794,1.1610344648361206,0.3058682978153229,0.662007212638855
34071_0044_A_403	-0.04174601659178734,0.009225168265402317,0.15705138444900513,0.2857636511325836,0.33499789237976074,0.5851154327392578
34071_0044_A_404	-0.2402653992176056,-0.017615467309951782,0.7368600368499756,1.0143102407455444,1.7493062019348145,0.1439383327960968
34071_0044_A_406	-0.03431395813822746,0.18883822858333588,0.1977461725473404,-0.06312385201454163,0.24449950456619263,0.18403542041778564
34071_0045_A_407	-0.13594141602516174,0.05104728788137436,0.010213617235422134,0.018542319536209106,-0.018618449568748474,0.0015128394588828087
34071_0046_A_408	0.5432654023170471,0.06302172690629959,0.16553090512752533,-0.023908648639917374,-0.03778707981109619,1.277435541152954
34071_0046_A_409	1.1059308052062988,0.08548425883054733,0.22918696701526642,0.0868300348520279,-0.1005142331123352,0.5823958516120911
34071_0046_A_410	-0.09853999316692352,-0.039155326783657074,0.17783986032009125,-0.0020917998626828194,0.36160048842430115,0.30183613300323486
34071_0046_A_411	-0.202170729637146,0.09918756037950516,0.05513684079051018,0.09690451622009277,0.13086095452308655,0.5219027400016785
34071_0046_A_412	-0.08551731705665588,0.08395620435476303,0.5324510335922241,1.0663797855377197,0.8835736513137817,-0.03982836380600929
34071_0046_A_413	-0.06595245003700256,0.08259503543376923,0.07036212086677551,0.09314075857400894,0.01372210681438446,0.6825494170188904
34071_0046_A_414	-0.06408193707466125,0.10151784121990204,0.11920426785945892,0.10684003680944443,0.13134492933750153,0.8673393130302429
34071_0047_A_415	-0.13837271928787231,0.020060397684574127,0.05352245643734932,0.021125424653291702,0.05318250507116318,0.11138471215963364
34071_0047_A_416	-0.08453314006328583,0.12527887523174286,0.03532186523079872,0.046357814222574234,0.038175225257873535,0.1397780328989029
34071_0047_A_417	-0.0647752583026886,0.04021196812391281,0.15524759888648987,0.006078147329390049,0.19818617403507233,0.18962934613227844
34071_0047_A_418	-0.11628356575965881,0.07030487060546875,0.06437395513057709,0.04972806200385094,0.08711199462413788,0.08514173328876495
34071_0047_A_419	-0.09820680320262909,-0.04278811812400818,0.1607424020767212,0.2327493280172348,0.2740343511104584,0.31408825516700745
34071_0047_A_420	-0.09497132897377014,0.078688845038414,0.5707477331161499,0.046177204698324203,0.13355077803134918,0.0013787252828478813
34071_0047_A_421	-0.06978198885917664,-0.020896174013614655,0.11463801562786102,0.02332834154367447,0.07632195949554443,0.13203364610671997
34071_0047_A_422	-0.09266500174999237,-0.04392094910144806,0.13875247538089752,0.03443526476621628,0.09984433650970459,0.18577712774276733
34071_0047_A_423	-0.12292978167533875,0.01725815236568451,-0.02475311979651451,0.02564048022031784,0.051416389644145966,0.0866578072309494
34071_0047_A_424	-0.116975337266922,0.1119709387421608,0.2020910531282425,0.045333292335271835,0.08580529689788818,0.1879883110523224
34071_0047_A_425	-0.07776349782943726,0.03023485094308853,0.0070047639310359955,0.0014874516054987907,0.14643463492393494,1.5338468551635742
34071_0047_A_426	-0.12881135940551758,0.01709066331386566,0.4589133858680725,0.018942832946777344,0.26422810554504395,1.4296879768371582
34071_0047_A_427	-0.14541301131248474,0.11159630119800568,0.00790642574429512,0.021460525691509247,0.018532998859882355,0.08297113329172134
34071_0048_A_429	0.17999722063541412,-0.11383678764104843,0.08751772344112396,1.8696597814559937,0.22636687755584717,0.3779127597808838
34071_0048_A_430	-0.07587321102619171,0.1718733161687851,0.02540438249707222,0.009725182317197323,0.01808822900056839,0.12459026277065277
34071_0048_A_431	-0.13527584075927734,0.07310248166322708,0.24667392671108246,0.05177878960967064,0.07308883219957352,0.10155361890792847
34071_0048_A_432	-0.0350366048514843,0.17603252828121185,0.0008991248905658722,0.04732942208647728,-0.0013836100697517395,0.20175203680992126
34071_0048_A_433	-0.2754431664943695,0.02221304178237915,1.7721720933914185,0.21464921534061432,0.03893168643116951,0.22138270735740662
34071_0048_A_434	0.00158768892288208,0.03947879374027252,0.10666774213314056,-0.11473754048347473,0.1021900400519371,0.2578790783882141
34071_0048_A_435	-0.092799112200737,0.09896282106637955,0.38364022970199585,0.15031853318214417,0.2658526301383972,0.25688058137893677
34071_0048_A_436	-0.19551095366477966,-0.003796911798417568,0.05348006263375282,0.09556497633457184,-0.01137639582157135,0.1778315305709839
34071_0048_A_437	-0.12026455998420715,0.005232886411249638,0.6593670845031738,-0.036782220005989075,0.11746009439229965,0.16848498582839966
34071_0048_A_438	-0.2163672149181366,-0.004647991620004177,0.08085669577121735,0.02965051308274269,0.04909265786409378,0.4806394577026367
34071_0048_A_439	-0.07303793728351593,0.17444676160812378,1.2820379734039307,-0.008154538460075855,0.13397228717803955,0.145798921585083
34071_0049_A_440	0.26433563232421875,0.039976567029953,-0.15339505672454834,-0.112993523478508,1.1018716096878052,2.7815511226654053
34071_0050_A_441	0.01378161646425724,0.009987571276724339,-0.0362018458545208,0.20279742777347565,-0.05389973521232605,1.8354980945587158
34071_0052_A_443	0.07860999554395676,0.09163981676101685,0.14052549004554749,0.06825341284275055,0.20726431906223297,2.267643928527832
34071_0053_A_444	-0.19042286276817322,0.0563921257853508,0.4779183566570282,0.2061106264591217,0.35287415981292725,0.076226606965065
34071_0054_A_445	0.004081053659319878,0.12930437922477722,-0.18185661733150482,0.31396180391311646,-0.11581163108348846,2.67984676361084
34071_0055_A_447	-0.10253143310546875,0.16683395206928253,0.13775025308132172,-0.022150836884975433,0.030628785490989685,0.15544754266738892
34071_0055_A_448	-0.05759996548295021,0.32194897532463074,0.050701383501291275,0.04950222373008728,-0.0345408096909523,0.16620105504989624
34071_0055_A_449	-0.147443488240242,0.01719401776790619,0.013208333402872086,0.08048601448535919,0.025166623294353485,0.14163190126419067
34071_0055_A_450	-0.18255755305290222,-0.13037164509296417,2.7775163650512695,-0.11050613224506378,0.07415692508220673,0.2745223045349121
34071_0056_A_451	-0.06377151608467102,0.08818864077329636,-0.009507458657026291,0.05122416839003563,0.002004757523536682,0.19925087690353394
34071_0056_A_452	-0.03711988404393196,0.11556895077228546,-0.07275184988975525,-0.030109494924545288,-0.011751800775527954,0.34184038639068604
34071_0056_A_453	-0.057442981749773026,0.16256259381771088,-0.0586843304336071,0.021808434277772903,-0.01049894094467163,0.05693470686674118
34071_0056_A_454	-0.0820608139038086,0.24007314443588257,0.7648283839225769,0.040258072316646576,-0.04354115575551987,0.051703982055187225
34071_0056_A_455	-0.14739054441452026,0.15731321275234222,0.0672893226146698,0.1037026196718216,0.013223737478256226,0.10118928551673889
34071_0056_A_456	-0.14069508016109467,0.0720086619257927,0.075889453291893,0.06304396688938141,0.09000154584646225,0.17901931703090668
34071_0056_A_457	-0.14180916547775269,0.2998509407043457,0.1353495568037033,0.0123744560405612,0.10876148194074631,0.1481054425239563
34071_0056_A_458	-0.13780005276203156,0.1091759130358696,0.08799774944782257,0.10697236657142639,0.20842760801315308,0.19422103464603424
34071_0056_A_459	-0.10648086667060852,0.1673530638217926,0.057672951370477676,0.13041996955871582,0.21134980022907257,0.542017936706543
34071_0056_A_460	-0.14278072118759155,0.10607219487428665,0.11137944459915161,0.00881278421729803,0.20023687183856964,0.303533136844635
34071_0057_A_461	-0.14698129892349243,0.01565474271774292,0.11972685158252716,0.05481001362204552,0.06517864763736725,0.20542116463184357
34071_0057_A_462	-0.01477031409740448,-0.032308243215084076,-0.04548559710383415,-0.06204364076256752,0.006749048829078674,0.3828924000263214
34071_0058_A_463	-0.04789671674370766,0.08821886777877808,0.5015955567359924,-0.014779570512473583,0.0931519865989685,0.19420525431632996
